Marca temporal,Sex. Sexo. Sexe.,Do you have children or dependent adults under your care? ¿Tienes a menores o adultos dependientes a tu cargo? Tens a menors o adults depenents al teu càrrec?,Are you the primary caregiver? ¿Eres la principal persona cuidadora? Ets la principal persona cuidadora?,Do you currently percieve yourself to be part of a minory group? ¿Consideras que formas parte de un grupo minoritario? Consideres que formes part d'un grup minoritari?,What is your current position in CEAB? ¿Cual es tu actual posición dentro del CEAB? Quina és actualment la teva posició dins el CEAB?,Is gender equality part of the organizational culture of CEAB? ¿Piensas que la igualdad de género forma parte de la cultura organizativa del CEAB? Creus que la igualtat de gènere forma part de la cultura organitzativa del CEAB?,Are CEAB personnel committed to gender equality? ¿Está el personal del CEAB comprometido con la igualdad de género? El personal del CEAB està compromès amb la igualtat de gènere?,"Do decision-making people at CEAB (Directors, Head of Departments, Group Leaders) treat equally all genders in their teams? ​​¿Piensas que las personas que conoces que desempeñan funciones decisorias en el CEAB (en dirección, departamentos, grupos de investigación, etc) tratan por igual a todo su equipo sin importar su género? Creus que les persones que coneixes i que desenvolupen funcions de decisió al CEAB (dins de direcció, departaments, grups de recerca, etc.) tracten per igual a totes les persones del seu equip sense distinció de gènere?",Do you think that people you collaborate with prefer to work with men rather than with other genders? ¿Crees que las personas con las que colaboras prefieren trabajar con hombres antes que con otros géneros? Creus que les persones amb les que col·labores prefereixen treballar amb homes abans que altres gèneres?,"Tasks associated with higher professional prestige (leadership tasks, spokesperson, resource and management of resources and personnel management, etc.) are equally distributed among genders at CEAB. Las tareas que se asocian a un mayor prestigio profesional (tareas de liderazgo, portavocía, dotación y gestión de recursos y personal, etc.) se reparten por igual entre géneros en el CEAB. Les tasques associades a un major prestigi professional (tasques de lideratge, portaveu, dotació i gestió de recursos i personal, etc.) es reparteixen igualment entre gèneres al CEAB.",Volunteer tasks are equally distributed among genders at CEAB. Las tareas de voluntariado se distribuyen equitativamente entre los géneros en el CEAB. Les tasques voluntàries es distribueixen equitativament entre gèneres al CEAB. ,"If you are part of a volunteer task (e.g. committee), how many weekly hours do you dedicate to them?   (0 if you are not part of a task force or a committee). Si formas parte de una tarea voluntaria (p.e. comité), ¿cuántas horas le dedicas semanalmente? (0 si no formas parte de ningún grupo de trabajo o comité). Si formes part d'una tasca voluntària (p.e. comitè), quantes hores li dediques setmanalment? (0 si no formes part de cap grup de treball o comitè).","Are resources  (e.g.,  office and laboratory space, supporting  staff, equipment) allocated equally among genders at CEAB? ¿Crees que los recursos (p.e. espacio de oficina y laboratorio, personal de apoyo, equipos) se distribuyen equitativamente entre géneros en el CEAB? Creus que els recursos (p.e. espai de despatx i laboratori, personal de suport, equipament) es distribueixen equitativament entre gèneres al CEAB? ",Should all CEAB workforce be trained on gender equality? ¿Crees que toda la plantilla del CEAB debería formarse sobre igualdad de género? Creus que tota la plantilla del CEAB s'hauria de formar sobre igualtat de gènere?,Do you think it is possible to integrate the gender dimension into your research projects? ¿Crees que es posible integrar la dimensión de género en tus proyectos de investigación? Creus que és possible integrar la dimensió de gènere en els teus projectes de recerca?,Which are the main differences among genders at CEAB? ​​¿Cuáles son las principales diferencias entre géneros en el CEAB? Quines son les principals diferències entre gèneres al CEAB?,"Do you think that all people, independently of their gender, have the same opportunities of being hired at the CEAB? ¿Crees que todas las personas, independientemente de su género, tienen las mismas oportunidades de ser contratadas en el CEAB? Creus que totes les persones, independentment del seu gènere, tenen les mateixes oportunitats de ser contractades al CEAB?","Do you think that all people, independently of their gender, are equally promoted in CEAB? ¿Crees que todas las personas, independientemente de su género, pueden promocionar por igual en el CEAB? Creus que totes les persones, independentment del seu gènere, poden promocionar per igual al CEAB?","Do you think that all people, independently of their gender, are equally encouraged to apply for a permanent position at CEAB? ¿Crees que a todas las personas, independientemente de su género, se las anima por igual aconcursar una plaza fija en el CEAB? Creus que a totes les persones, independentment del seu gènere, se les encoratja per igual a concursar una plaça fixa al CEAB?","Do you think that CEAB promotes a personal, family and work life balance? ¿Crees que el CEAB fomenta la conciliación de la vida personal, familiar y laboral? Creus que el CEAB fomenta una bona conciliació de la vida personal, familiar i laboral?","Have you ever reduced your working hours or taken a leave, to take care of children or dependent adults? ¿Has reducido alguna vez su jornada laboral o te has acogido a una excedencia para cuidar de menores o personas dependientes? Alguna vegada has reduït la teva jornada laboral o t'has acollit a una excedència per tenir cura de menors o persones depenents?","Do you think that taking a leave (either for taking care of children or dependent adults), has a negative effect on a researcher's career? ¿Crees que el permiso de maternidad/paternidad o una excedencia para el cuidado de personas adultas con dependencia tiene un efecto negativo en la carrera investigadora? Creus que un permís de baixa matero-paternal o una excedència per la cura de persones adultes amb dependència pot tenir un efecte negatiu en la carrera investigadora?",Are non-gender biased language and non-sexist images part of the current best practices towards gender equality at CEAB? ¿Crees que el lenguaje no sesgado por género e imágenes no sexistas están dentro de la práctica habitual en el CEAB? Creus que el llenguatge no esbiaixat pel gènere i les imatges no sexistes es troben entre les pràctiques habituals al CEAB?,In relation to sexual and gender harassment... En relación con el acoso sexual y por razón de género... En relació a l'assetjament sexual i per raons de gènere...,"From your point of view, in the last four years, have you suffered or seen someone suffering some form of sexual harassment? En tu opinión, en los últimos cuatro años, ¿has sufrido o visto a alguien sufrir algun tipo de acoso sexual? Des del teu punt de vista, en els últims quatre anys, has patit o vist patir alguna forma d'assetjament sexual?",Have you communicated this to someone in CEAB board? ¿Se lo has comunicado a alguien en el CEAB? Ho has comunicat a algú del CEAB?,Do you think an appropriate response was given or that the situation was resolved? ¿Crees que se dió una respuesta adecuada o que la situación quedó resuelta? Creus que es va donar una resposta adequada o es va resoldre la situació?
20/02/2023 14:14:16,Woman / Mujer / Dona,No / No / No,No / No / No,No / No / No,Early career researcher / Etapa temprana en investigación / Etapa temprana en investigació,No / No / No,"No, minority / No, una minoría / No, una minoria","No, minority / No, una minoría / No, una minoria",Yes / Si / Sí,I do not know / No lo sé / No ho sé,Agree / De acuerdo / D'acord,0,No / No / No,Yes / Si / Sí,Yes / Si / Sí,"Type of contract (temporary, interim, or fixed) /​​ Tipo de contrato (temporal, interino o fijo) / Tipus de contracte (temporal, interí o fixe), Possibilities of professional promotion / Posibilidades de promoción profesional / Possibilitats de promoció professional, Measures to reconcile personal, family and work life / Medidas de conciliación de la vida personal, familiar y laboral / Mesures de conciliació de la vida personal, familiar i laboral, Volunteering tasks in committees and working groups / Particippación en voluntariado, comités y grupos de trabajo / Participació en voluntariat, comitès i grups de traball",No / No / No,No / No / No,No / No / No,No / No / No,No / No / No,No / No / No,It is not a collective best practice / No es una práctica colectiva / No és una pràctica col·lectiva,"CEAB has a Protocol for tackling sexual and gender harassment / El CEAB cuenta con un Protocolo para hacer frente al acoso sexual y por razón de género / Al CEAB hi ha un Protocol per fer front a l'assetjament sexual i per raons de gènere, Workers are sensitized in relation to sexual harassment / La plantilla esta sensibilizada en materia de acoso sexual / La plantilla està sensibilitzada en matèria d'assetjament sexual, Workers know the existing measures and how to act in case of suffering or being aware of a situation of harassment / La plantilla conoce las medidas existentes y como actuar en caso de sufrir o estar en conocimiento de una situación de acoso / La plantilla coneix les mesures existents i sap com actuar en cas de patir o ser coneixedora d'una situació d'assetjament, No trust in the application of the Protocol / No confío en la aplicación del Protocolo / No tinc confiança en l'aplicació del Protocol, Nothing has been done from the organization / No se hace nada des de la organización del centro / No hi ha cap actuació des de l'organització del centre",No / No / No,No / No / No,No / No / No
20/02/2023 16:52:57,Woman / Mujer / Dona,Yes / Si / Sí,No / No / No,No / No / No,Permanent position researcher / Posición permanente de investigación / Posició permanent d'investigació,No / No / No,"No, minority / No, una minoría / No, una minoria",I do not know / No lo sé / No ho sé,No / No / No,Disagree / En desacuerdo / En desacord,Disagree / En desacuerdo / En desacord,poques hores al mes,No / No / No,Yes / Si / Sí,Yes / Si / Sí,"Type of contract (temporary, interim, or fixed) /​​ Tipo de contrato (temporal, interino o fijo) / Tipus de contracte (temporal, interí o fixe), Possibilities of professional promotion / Posibilidades de promoción profesional / Possibilitats de promoció professional, Measures to reconcile personal, family and work life / Medidas de conciliación de la vida personal, familiar y laboral / Mesures de conciliació de la vida personal, familiar i laboral, Organization of social events / Organización de eventos sociales / Organització d'events socials, Volunteering tasks in committees and working groups / Participación en voluntariado, comités y grupos de trabajo / Participació en voluntariat, comitès i grups de traball",No / No / No,No / No / No,No / No / No,No / No / No,"Yes, leave / Si, una excedencia / Sí, una excedència",Yes / Si / Sí,No / No / No,"CEAB has a Protocol for tackling sexual and gender harassment / El CEAB cuenta con un Protocolo para hacer frente al acoso sexual y por razón de género / Al CEAB hi ha un Protocol per fer front a l'assetjament sexual i per raons de gènere, CEAB personnel are sensitized in relation to sexual harassment / La plantilla del CEAB está sensibilizada en materia de acoso sexual / La plantilla del CEAB està sensibilitzada en matèria d'assetjament sexual",No / No / No,"No, because I have not seen or suffered it / No, porque no lo he visto o sufrido / No, perquè no ho he vist ni patit","No, because I have not seen or suffered it / No, porque no lo he visto o sufrido / No, perquè no ho he vist ni patit"
21/02/2023 1:31:42,Woman / Mujer / Dona,No / No / No,No / No / No,Yes / Si / Sí,Early career researcher / Etapa temprana en investigación / Etapa temprana en investigació,I do not know / No lo sé / No ho sé,"No, minority / No, una minoría / No, una minoria","Yes, most people / Si, la mayoría / Sí, la majoria",No / No / No,Disagree / En desacuerdo / En desacord,Disagree / En desacuerdo / En desacord,0,I do not know / No lo sé / No ho sé,Yes / Si / Sí,No / No / No,"Type of contract (temporary, interim, or fixed) /​​ Tipo de contrato (temporal, interino o fijo) / Tipus de contracte (temporal, interí o fixe), Possibilities of professional promotion / Posibilidades de promoción profesional / Possibilitats de promoció professional, Measures to reconcile personal, family and work life / Medidas de conciliación de la vida personal, familiar y laboral / Mesures de conciliació de la vida personal, familiar i laboral, Organization of social events / Organización de eventos sociales / Organització d'events socials, Volunteering tasks in committees and working groups / Participación en voluntariado, comités y grupos de trabajo / Participació en voluntariat, comitès i grups de traball",No / No / No,No / No / No,No / No / No,I do not know / No lo sé / No ho sé,No / No / No,Yes / Si / Sí,It is not a collective best practice / No es una práctica colectiva / No és una pràctica col·lectiva,"CEAB has a protocol for tackling sexual and gender harassment,  but it is not used / EL CEAB tiene un protocolo para abordar el acoso sexual, pero no se usa. / El CEAB té un protocol per abordar l'assetjament sexual i per raó de gènere, però no s’utilitza.",No / No / No,"No, because I have not seen or suffered it / No, porque no lo he visto o sufrido / No, perquè no ho he vist ni patit","No, because I have not seen or suffered it / No, porque no lo he visto o sufrido / No, perquè no ho he vist ni patit"
21/02/2023 8:20:38,Woman / Mujer / Dona,Yes / Si / Sí,Yes / Si / Sí,No / No / No,Permanent position researcher / Posición permanente de investigación / Posició permanent d'investigació,Yes / Si / Sí,"Yes, most people / Si, la mayoría / Sí, la majoria","Yes, most people / Si, la mayoría / Sí, la majoria",No / No / No,Agree / De acuerdo / D'acord,Disagree / En desacuerdo / En desacord,6,No / No / No,Yes / Si / Sí,Yes / Si / Sí,"Possibilities of professional promotion / Posibilidades de promoción profesional / Possibilitats de promoció professional, Measures to reconcile personal, family and work life / Medidas de conciliación de la vida personal, familiar y laboral / Mesures de conciliació de la vida personal, familiar i laboral, Volunteering tasks in committees and working groups / Participación en voluntariado, comités y grupos de trabajo / Participació en voluntariat, comitès i grups de traball",Yes / Si / Sí,No / No / No,Yes / Si / Sí,No / No / No,No / No / No,Yes / Si / Sí,No / No / No,"CEAB has a Protocol for tackling sexual and gender harassment / El CEAB cuenta con un Protocolo para hacer frente al acoso sexual y por razón de género / Al CEAB hi ha un Protocol per fer front a l'assetjament sexual i per raons de gènere, CEAB personnel are sensitized in relation to sexual harassment / La plantilla del CEAB está sensibilizada en materia de acoso sexual / La plantilla del CEAB està sensibilitzada en matèria d'assetjament sexual",No / No / No,"No, because I have not seen or suffered it / No, porque no lo he visto o sufrido / No, perquè no ho he vist ni patit","No, because I have not seen or suffered it / No, porque no lo he visto o sufrido / No, perquè no ho he vist ni patit"
22/02/2023 9:48:13,Man / Hombre / Home,No / No / No,No / No / No,No / No / No,Early career researcher / Etapa temprana en investigación / Etapa temprana en investigació,No / No / No,"No, minority / No, una minoría / No, una minoria","No, only a minority/No, sólo lo hace una minoría / No, només ho fa una minoria.",Yes / Si / Sí,Disagree / En desacuerdo / En desacord,Disagree / En desacuerdo / En desacord,2,I do not know / No lo sé / No ho sé,Yes / Si / Sí,No / No / No,"Type of contract (temporary, interim, or fixed) /​​ Tipo de contrato (temporal, interino o fijo) / Tipus de contracte (temporal, interí o fixe), Possibilities of professional promotion / Posibilidades de promoción profesional / Possibilitats de promoció professional, Sexual and gender harassment / Acoso sexual y por razón de género / Asetjament sexual i per raons de gènere, Workplace harassment / Acoso laboral / Assetjament laboral, Organization of social events / Organización de eventos sociales / Organització d'events socials, Volunteering tasks in committees and working groups / Participación en voluntariado, comités y grupos de trabajo / Participació en voluntariat, comitès i grups de traball",Yes / Si / Sí,No / No / No,No / No / No,No / No / No,No / No / No,Yes / Si / Sí,It is not a collective best practice / No es una práctica colectiva / No és una pràctica col·lectiva,"CEAB has a Protocol for tackling sexual and gender harassment / El CEAB cuenta con un Protocolo para hacer frente al acoso sexual y por razón de género / Al CEAB hi ha un Protocol per fer front a l'assetjament sexual i per raons de gènere, CEAB has a protocol for tackling sexual and gender harassment,  but it is not used / EL CEAB tiene un protocolo para abordar el acoso sexual, pero no se usa. / El CEAB té un protocol per abordar l'assetjament sexual i per raó de gènere, però no s’utilitza.",No / No / No,"No, because I have not seen or suffered it / No, porque no lo he visto o sufrido / No, perquè no ho he vist ni patit","No, because I have not seen or suffered it / No, porque no lo he visto o sufrido / No, perquè no ho he vist ni patit"
22/02/2023 18:04:17,Man / Hombre / Home,Yes / Si / Sí,Yes / Si / Sí,No / No / No,Permanent position researcher / Posición permanente de investigación / Posició permanent d'investigació,Yes / Si / Sí,"Yes, most people / Si, la mayoría / Sí, la majoria","Yes, most people / Si, la mayoría / Sí, la majoria",No / No / No,Disagree / En desacuerdo / En desacord,Disagree / En desacuerdo / En desacord,0,Yes / Si / Sí,Yes / Si / Sí,Yes / Si / Sí,"Volunteering tasks in committees and working groups / Participación en voluntariado, comités y grupos de trabajo / Participació en voluntariat, comitès i grups de traball",Yes / Si / Sí,Yes / Si / Sí,Yes / Si / Sí,Yes / Si / Sí,No / No / No,No / No / No,"Yes, it is an institutionalized practice / Si, es una práctica institucional / Sí, és una pràctica institucional","CEAB has a Protocol for tackling sexual and gender harassment / El CEAB cuenta con un Protocolo para hacer frente al acoso sexual y por razón de género / Al CEAB hi ha un Protocol per fer front a l'assetjament sexual i per raons de gènere, CEAB personnel are sensitized in relation to sexual harassment / La plantilla del CEAB está sensibilizada en materia de acoso sexual / La plantilla del CEAB està sensibilitzada en matèria d'assetjament sexual, CEAB has a protocol for tackling sexual and gender harassment,  but it is not used / EL CEAB tiene un protocolo para abordar el acoso sexual, pero no se usa. / El CEAB té un protocol per abordar l'assetjament sexual i per raó de gènere, però no s’utilitza.",No / No / No,No / No / No,No / No / No
22/02/2023 18:43:24,Man / Hombre / Home,Yes / Si / Sí,Yes / Si / Sí,No / No / No,Permanent position researcher / Posición permanente de investigación / Posició permanent d'investigació,Yes / Si / Sí,I do not know / No lo sé / No ho sé,I do not know / No lo sé / No ho sé,I do not know / No lo sé / No ho sé,I do not know / No lo sé / No ho sé,I do not know / No lo sé / No ho sé,Nunca lo he calculado,I do not know / No lo sé / No ho sé,I do not know / No lo sé / No ho sé,No / No / No,"None, there are no big differences in any of these areas / Ninguna, no hay grandes diferencias en ninguna de estas áreas / Cap, no hi ha grans diferències en cap d'aquests àmbits",Yes / Si / Sí,Yes / Si / Sí,Yes / Si / Sí,I do not know / No lo sé / No ho sé,No / No / No,No / No / No,"Yes, it is an institutionalized practice / Si, es una práctica institucional / Sí, és una pràctica institucional",I am not aware of any problem in this topic / No soy consciente de que haya ningún problema en relación a este tema / No tinc constància que hi hagi cap problema en relació a aquest tema,No / No / No,"No, because I have not seen or suffered it / No, porque no lo he visto o sufrido / No, perquè no ho he vist ni patit","No, because I have not seen or suffered it / No, porque no lo he visto o sufrido / No, perquè no ho he vist ni patit"
22/02/2023 18:44:02,Man / Hombre / Home,No / No / No,No / No / No,Yes / Si / Sí,Research technician / Personal técnico de soporte a la investigación / Personal tècnic de suport a la recerca,No / No / No,"Yes, most people / Si, la mayoría / Sí, la majoria","Yes, most people / Si, la mayoría / Sí, la majoria",Yes / Si / Sí,I do not know / No lo sé / No ho sé,I do not know / No lo sé / No ho sé,,Yes / Si / Sí,Yes / Si / Sí,I do not know / No lo sé / No ho sé,"Sexual and gender harassment / Acoso sexual y por razón de género / Asetjament sexual i per raons de gènere, Organization of social events / Organización de eventos sociales / Organització d'events socials",I do not know / No lo sé / No ho sé,No / No / No,Yes / Si / Sí,I do not know / No lo sé / No ho sé,No / No / No,I do not know / No lo sé / No ho sé,It is not a collective best practice / No es una práctica colectiva / No és una pràctica col·lectiva,,No / No / No,"No, because I have not seen or suffered it / No, porque no lo he visto o sufrido / No, perquè no ho he vist ni patit","No, because I have not seen or suffered it / No, porque no lo he visto o sufrido / No, perquè no ho he vist ni patit"
22/02/2023 19:10:18,Woman / Mujer / Dona,Yes / Si / Sí,Yes / Si / Sí,No / No / No,Permanent position researcher / Posición permanente de investigación / Posició permanent d'investigació,Yes / Si / Sí,"Yes, most people / Si, la mayoría / Sí, la majoria","Yes, most people / Si, la mayoría / Sí, la majoria",No / No / No,Disagree / En desacuerdo / En desacord,I do not know / No lo sé / No ho sé,4,Yes / Si / Sí,Yes / Si / Sí,Yes / Si / Sí,"Measures to reconcile personal, family and work life / Medidas de conciliación de la vida personal, familiar y laboral / Mesures de conciliació de la vida personal, familiar i laboral",Yes / Si / Sí,I do not know / No lo sé / No ho sé,Yes / Si / Sí,Yes / Si / Sí,No / No / No,Yes / Si / Sí,"Yes, it is an institutionalized practice / Si, es una práctica institucional / Sí, és una pràctica institucional",CEAB has a Protocol for tackling sexual and gender harassment / El CEAB cuenta con un Protocolo para hacer frente al acoso sexual y por razón de género / Al CEAB hi ha un Protocol per fer front a l'assetjament sexual i per raons de gènere,No / No / No,"No, because I have not seen or suffered it / No, porque no lo he visto o sufrido / No, perquè no ho he vist ni patit","No, because I have not seen or suffered it / No, porque no lo he visto o sufrido / No, perquè no ho he vist ni patit"
22/02/2023 20:23:35,Man / Hombre / Home,No / No / No,,No / No / No,Permanent position researcher / Posición permanente de investigación / Posició permanent d'investigació,Yes / Si / Sí,"Yes, most people / Si, la mayoría / Sí, la majoria","Yes, most people / Si, la mayoría / Sí, la majoria",No / No / No,Agree / De acuerdo / D'acord,Agree / De acuerdo / D'acord,5,Yes / Si / Sí,Yes / Si / Sí,Yes / Si / Sí,"Measures to reconcile personal, family and work life / Medidas de conciliación de la vida personal, familiar y laboral / Mesures de conciliació de la vida personal, familiar i laboral",Yes / Si / Sí,Yes / Si / Sí,Yes / Si / Sí,No / No / No,"Yes, reduction of working hours / Si, reducción de jornada laboral /  Sí, reducció de jornada laboral",Yes / Si / Sí,"Yes, it is an institutionalized practice / Si, es una práctica institucional / Sí, és una pràctica institucional","CEAB has a Protocol for tackling sexual and gender harassment / El CEAB cuenta con un Protocolo para hacer frente al acoso sexual y por razón de género / Al CEAB hi ha un Protocol per fer front a l'assetjament sexual i per raons de gènere, CEAB personnel are sensitized in relation to sexual harassment / La plantilla del CEAB está sensibilizada en materia de acoso sexual / La plantilla del CEAB està sensibilitzada en matèria d'assetjament sexual, CEAB personnel know the existing measures and how to act in case of suffering or being aware of a situation of harassment / La plantilla del CEAB conoce las medidas existentes y como actuar en caso de sufrir o estar en conocimiento de una situación de acoso / La plantilla del CEAB coneix les mesures existents i sap com actuar en cas de patir o ser coneixedora d'una situació d'assetjament",No / No / No,"No, because I have not seen or suffered it / No, porque no lo he visto o sufrido / No, perquè no ho he vist ni patit","No, because I have not seen or suffered it / No, porque no lo he visto o sufrido / No, perquè no ho he vist ni patit"
